"","CL3","CC1","SV1","M31Fcsw","M11Fcsw","M31Plmr","M11Plmr","F21Plmr","M31Tong","M11Tong","LMEpi24M","SLEpi20M","AQC1cm","AQC4cm","AQC7cm","NP2","NP3","NP5","TRRsed1","TRRsed2","TRRsed3","TS28","TS29","Even1","Even2","Even3"
"245592",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,35,699,177,0,0,1,0,0
"7539",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,14,0,0,0,0,0
"7470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"292111",0,0,0,0,0,0,0,0,0,1,0,0,14,13,6,0,2,0,4,4,0,0,0,0,0,0
"7517",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"132687",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"7526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7532",0,0,0,0,0,0,0,0,0,0,1,2,11,19,26,0,0,0,0,0,0,0,0,0,0,0
"7541",0,0,0,0,0,0,0,0,0,0,2,0,26,57,40,0,0,0,0,0,0,0,0,2,0,0
"159398",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,59,40,0,0,0,0,0
"7609",0,0,0,0,0,0,0,1,0,0,0,3,12,4,2,0,1,4,7,98,53,0,0,0,0,0
"528872",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,270,0,0,0,0,0,0,0,0
"245026",89,47,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,4,4,0,0,1,0,0
"182827",3342,150,1,2,1,0,33,0,0,0,3,86,10,6,2,0,0,1,0,3,2,0,0,11,2,0
"256598",0,56,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0
"101731",1,2,0,0,0,0,12,0,0,5,354,1,6,18,10,0,3,15,1,17,9,0,0,0,0,0
"571774",441,1241,65,0,0,0,483,2,1,1,34,0,4,2,12,0,1,0,1,4,0,0,0,5,6,0
"245102",231,386,61,1,0,58,1804,68,4,7,277,2,18,12,1,0,1,0,2,7,6,2,1,433,324,375
"254119",594,2039,749,0,0,41,275,14,11,72,5053,13,131,73,35,2,6,2,1,16,5,1,0,31,28,31
"591221",0,34,0,0,0,46,71,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
"41720",8,40,57,0,0,97,339,22,1,0,3,10,0,0,0,13,16,1,0,1,0,0,0,1,1,0
"429048",426,1157,19,2,1,152,620,60,2,1,8,27,0,3,1,2,2,6,1,0,0,1,1,2,8,1
"150537",321,543,8,0,0,0,73,1,0,1,11,0,5,12,5,0,0,0,1,20,0,0,0,2,3,2
"68655",1127,7,0,0,1,2,34,0,0,0,3,0,2,1,0,0,1,0,0,1,0,0,0,6,0,0
"276133",537,56,0,0,0,0,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0
"192890",81,75,0,0,0,0,5,3,0,0,0,6,1,22,22,0,0,2,0,8,2,0,0,0,1,0
"114384",372,27,0,0,0,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
"21579",0,4,0,0,0,0,0,0,0,0,1,9,35,20,4,0,0,0,0,0,1,0,0,1,0,0
"143746",36,63,12,0,1,0,6,0,1,0,153,1050,53,29,27,0,50,10,0,1,1,0,1,1,1,0
"228764",24,14,13,26,41,11,23,35,760,128,4438,6878,533,2172,527,73153,9642,78772,156,42,33,47,42,108,31,49
"5950",15,25,15,0,0,0,15,0,2,0,42,72,7,4,5,0,0,0,0,0,0,0,0,0,0,0
"106063",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38141",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44758",172,512,12,0,1,2,28,1,0,0,0,0,4,3,5,0,0,0,0,3,5,0,0,1,4,0
"471451",2,10,30,0,0,14,48,5,1,0,0,0,0,1,0,0,2,0,7,117,17,0,0,0,0,0
"572099",1,2,1,0,0,1,0,0,0,0,0,1,4,7,3,0,0,0,1,0,1,0,0,1,0,0
"199327",1545,3083,355,0,1,103,1278,100,2,1,51,20,533,526,390,148,897,4,7,164,14,3,4,16,12,3
"103710",0,5,2,0,0,2,3,3,0,1,2,131,73,83,83,0,0,0,1,3,0,0,0,2,0,0
"146948",4,10,0,0,0,33,4,0,0,0,0,3,3,0,3,0,1,0,0,0,0,0,0,0,0,0
"90730",5,7,18,0,0,12,0,2,0,1,9,2,17,12,33,0,0,0,0,4,1,0,0,0,0,1
"578761",39,56,227,1,0,20,104,11,0,2,0,0,5,4,6,0,14,1,6,112,15,0,0,0,0,0
"195857",3,5,14,0,0,0,2,0,0,0,0,0,7,8,13,0,0,0,0,2,0,0,0,0,0,0
"144720",45,127,209,0,0,63,544,66,3,0,23,2,29,38,20,18,228,4,16,515,78,0,0,3,1,0
"100639",154,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1,8,4,0,0,0,0,0
"5123",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0
"275257",68,166,73,0,0,28,407,19,1,2,4,4,30,27,18,13,253,3,6,83,18,0,1,2,1,0
"129415",44,102,69,0,0,3,3,2,0,0,0,1,104,120,106,0,2,1,7,43,1,0,0,0,2,0
"518497",1,2,12,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"527879",17,48,0,0,0,0,21,6,0,0,0,3,2,0,0,1,5,0,0,1,0,0,0,0,0,0
"101358",28,20,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,12,4,0,0,0,0,0
"5066",2,29,154,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,23,161,87,0,0,1,0,0
"175383",646,3454,781,0,0,123,128,19,0,3,115,16,279,279,244,30,499,1,2,35,5,1,3,6,6,2
"105473",0,3,42,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"196623",14,54,0,0,0,0,0,0,0,0,0,0,40,63,28,0,1,0,0,1,0,0,0,0,0,0
"523501",204,241,0,1,0,0,0,0,2,0,2,0,4,15,17,0,0,0,0,0,0,0,0,0,1,0
"4708",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,20,9,12,0,0,0,0,0,0,0,0
"4722",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209096",792,1406,440,0,0,4,5,3,2,1,3,1,19,35,32,0,1,0,1,7,2,1,1,3,5,1
"558957",45,43,56,0,0,4,5,0,0,0,14,0,31,37,13,0,10,4,2,4,0,0,0,1,0,0
"150914",2,1,0,0,0,0,0,0,0,0,0,0,2,5,6,0,0,0,0,0,0,0,1,0,0,0
"100954",5013,5361,152,3,1,24,101,12,6,3,1,8,235,518,485,3,41,18,0,2,4,1,1,15,18,2
"237616",160,696,4,0,0,7,56,7,0,0,2,20,54,139,95,0,2,1,0,0,0,0,1,1,4,0
"284778",21,30,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"87984",44,34,1,0,0,0,15,0,0,0,0,0,17,16,8,0,0,0,0,0,0,0,0,0,0,0
"566886",18779,24019,2836,14,7,22,308,25,17,8,212,40,1191,2159,2009,16,9,6,4,137,119,6,10,76,64,12
"538266",14,55,3090,0,1,19,284,62,1,0,2,0,0,0,0,0,0,0,2,6,4,0,0,0,1,10
"102764",24,312,4225,3,1,349,1789,145,5,2,2,722,11,6,6,10,1244,5,0,3,0,0,2,4,1,11
"515499",2,14,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583653",6,153,280,2,0,30,1603,9,3,5,77,1,6,4,1,4,56,0,0,1,1,0,1,2,1,0
"104806",0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
"471399",3,19,29,0,0,0,1,0,0,2,1,6,200,281,284,1,0,1,0,0,0,0,0,2,0,0
"161177",97,249,148,0,0,0,266,1,4,3,32,10,1058,1430,1475,9,4,3,20,206,135,1,3,6,2,0
"236892",0,7,90,0,0,0,0,4,0,0,1,31,101,134,115,2,0,0,1,20,6,0,0,1,0,0
"152480",31,53,70,0,1,1,0,0,0,0,4,5,469,1085,929,3,1,0,0,0,0,0,2,2,0,0
"240757",847,3525,78,3,2,1,20,15,2,0,1,0,174,294,285,4,3,0,2,21,7,0,0,2,10,1
"573659",80,1442,246,3,1,41,220,24,3,4,10,25,2346,3820,2970,26,23,5,1,71,22,3,9,18,3,3
"66822",71,500,1,0,0,0,23,0,0,0,0,0,13,6,2,0,0,0,0,5,3,0,0,0,2,0
"321878",0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"175858",2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,4,0,0,0,0,0,0
"165827",11,76,3387,0,0,58,293,68,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,8
"290742",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,3,0,0,0,0,0,0,0,0
"104513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0
"163347",0,0,2,0,0,0,1,0,0,0,0,0,1,2,1,55,1,4,0,0,0,0,0,0,0,0
"75890",5,3,4,3,6,2,1,1,43,11,8,3,38,192,63,6929,427,4892,6,5,2,4,3,6,2,3
"105613",2,1,6,1,2,1,3,0,17,1,5,4,44,138,43,5485,3116,1265,3,27,6,6,0,9,3,2
"5681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,130,21,13,97,21,0,0,0,0,0
"159695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,3,0,0,0,0,0,0,0,0
"364995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,1,0,0,0,0,0
"226155",0,0,0,0,0,0,0,0,0,0,1,0,51,15,8,1,111,6,0,0,0,0,0,0,0,1
"215354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,3,2,0,0,0,0,0,0,0
"293008",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46,2,3,38,6,0,0,0,0,0
"171023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0
"109582",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1,1,0,0,0,0,0,0,0
"68976",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,39,24,0,0,0,0,0,0,0,0
"532766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0
"253055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"346324",0,0,0,0,1,0,1,0,17,0,0,0,19,3,0,61,2692,1814,6,1,0,0,0,2,0,1
"109216",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,40,11,0,1,0,0,0,0,0,0
"556772",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,73,41,1,1,0,0,0,0,0,0
"153572",0,0,0,0,0,0,8,0,9,1,0,1,27,2,0,12,3364,1012,36,93,61,0,1,0,1,1
"110922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"161345",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,12,3,1,0,0,0,0,0
"186396",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,54,123,5,1,0,0,0,0,0,0
"159563",1,0,0,0,0,0,1,1,4,0,1,0,53,13,6,277,7001,266,5,3,0,0,0,2,2,0
"334773",0,0,0,0,0,0,0,0,3,1,1,0,2,7,0,161,182,196,6,3,1,0,0,1,0,0
"592117",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,1,7,0,0,0,0,0,0,0,0
"44012",2,4,7,0,0,261,2052,525,8,2,111,65,2929,2230,2020,11,13,9,8,34,13,0,8,10,1,2
"83643",0,0,0,1,0,2,77,2,0,0,49,2,44,89,44,0,11,2,0,0,0,0,1,1,0,0
"98295",19,29,3,0,0,62,24,4,2,20,1373,709,1186,1361,810,5,7,6,1,2,2,1,0,4,0,0
"246019",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"233567",2,19,7,0,0,81,440,85,2,1,3,9,109,58,45,39,906,53,6,40,15,0,1,4,4,0
"5753",0,0,21,0,0,0,3,5,1,0,0,0,1,4,2,39,29,76,1,1,0,0,1,1,1,0
"5828",1,2,7,0,0,1,0,0,1,0,0,0,2,1,0,5,48,7,1,13,4,0,0,0,0,0
"151324",8,139,54,1,1,12,3834,43,9,6,14,4,17,43,28,41,95,103,29,71,26,0,1,5,0,3
"268065",9,26,45,0,0,0,0,1,0,0,0,0,12,14,10,0,0,0,4,20,14,0,0,0,0,0
"532443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
"100847",0,1,3,0,0,0,0,1,0,1,150,11,6,10,6,0,5,0,0,9,7,0,0,0,0,0
"5851",0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,16,416,0,0,4,6,0,0,0,0,0
"108547",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,36,20,0,0,0,0,1
"104117",29,173,2,0,0,0,6,0,0,0,0,15,2,2,0,0,0,0,0,0,0,0,0,0,1,0
"305547",78,291,569,2,3,383,2669,354,9,11,222,3913,66,43,26,965,52,7,0,2,1,0,1,4,1,4
"110830",2,1,22,0,0,43,0,32,1,0,2,2,3,0,1,0,341,1,0,0,0,0,0,0,0,0
"5552",3431,3357,4011,6,1,16,127,40,12,56,3679,10354,215,329,319,4,659,3,4,9,10,1,3,18,9,10
"106146",129,549,1021,2,0,22,159,5,1,1,24,132,25,28,28,107,629,62,5,11,2,0,0,0,3,3
"570079",7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181641",75,16,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,14,23,3,0,0,0,0,0
"356548",0,0,11,1,0,0,1,1,0,0,0,0,1,0,0,1,2,0,20,499,1003,4,0,5,0,1
"303674",97,57,16,0,0,0,0,0,0,0,1,1,0,0,1,2,5,1,0,0,0,0,0,0,0,0
"4544",2,44,131,0,0,0,18,0,0,0,0,6,2,6,2,0,2,1,0,0,1,0,0,0,0,1
"165020",4,249,298,0,0,87,296,87,0,1,2,3,1,0,1,0,0,1,2,4,4,0,0,0,1,1
"570120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0
"554284",10,11,6,0,0,0,2,0,0,1,27,11,65,80,55,2,0,0,0,0,0,0,0,0,0,0
"319537",42,295,4059,0,1,182,1173,125,4,49,2510,36,383,202,187,1,2,0,2,2,2,1,3,3,3,8
"274248",57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"110239",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138760",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"255006",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4470",1,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235954",28,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"266208",53,10,0,1,0,0,16,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
"227409",35,13,9,0,0,0,2,0,0,0,0,0,3,11,8,0,0,0,0,0,0,0,0,1,0,0
"240686",1,7,10,0,0,5,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
"93710",82,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"217481",252,8,1,0,0,0,5,2,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"129759",100,220,7777,0,2,12,61,3,0,0,0,0,0,4,3,0,0,2,1,2,0,2,1,3,3,18
"562526",3992,11177,23807,19,9,1164,7077,556,42,15,49,1065,428,185,107,195,25048,524,24,54,118,11,7,43,47,109
"133194",14,16,73,0,0,65,299,9,0,0,3,0,0,0,0,0,12,1,0,1,1,0,0,0,0,0
"143097",9,17,18,0,1,1,49,25,2,0,0,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"224427",138,804,2270,0,3,163,467,24,5,16,471,7931,603,605,515,8,27,8,17,103,33,2,3,8,9,3
"158572",3,19,680,0,0,21,86,30,1,0,0,0,2,0,2,7,1,0,55,54,7,0,0,0,0,1
"323600",0,6,6,0,0,0,25,0,0,0,0,0,0,0,0,1,0,2,11,24,6,0,0,0,0,0
"563240",0,5,57,0,0,1,3,8,0,0,2,0,4,1,2,0,0,0,0,2,0,0,0,1,0,0
"352641",44,227,139,0,0,87,125,3,1,0,16,11,11,9,2,0,2,0,1,33,5,0,0,2,1,1
"262714",1726,6288,18459,6,1,263,997,337,9,3,5,19,5,11,4,2,30,13,2,35,12,3,4,19,18,46
"278075",0,0,6,1,1,0,0,0,2,2,18,293,2349,1374,759,7,7,1,0,0,1,1,6,16,1,0
"138986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"185783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"100730",1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,1,1,2,322,192,3,0,0,1,0
"130031",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"10776",0,1,0,0,0,0,0,0,1,0,9,16,391,1269,1400,6,1,1,0,1,0,0,0,3,0,0
"161965",1,1,0,2,0,1,0,0,2,11,16,23,1487,6821,5625,37,1,2,1,2,2,1,5,11,1,1
"552003",0,0,0,0,0,0,0,0,1,0,2,10,112,421,427,5,0,0,0,5,15,1,1,1,0,0
"590543",0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,44,194,317,0,0,6,1,0
"71994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"10901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"154479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,0
"246904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"289889",0,0,0,0,0,0,0,2,1,2,0,0,2,1,1,1,4,6,265,1164,642,1,1,4,0,1
"536561",0,4,1,2,0,2,1,2,4,4,17,20,604,4565,5151,31,29,10,239,1072,2205,11,10,18,5,3
"284321",0,0,1,0,1,0,0,0,2,0,8,8,207,2252,2516,15,0,0,0,3,0,0,2,4,0,0
"142768",1,2,0,0,0,27,0,4,1,1,4,12,1136,914,1028,7,4,0,51,334,740,3,6,5,0,1
"583279",0,0,0,1,0,0,0,0,0,1,2,1,15,40,33,4,13,0,15,111,53,0,0,0,0,0
"549531",0,0,0,0,0,0,1,1,2,0,0,0,2,1,1,1,5,2,103,292,111,0,1,1,0,1
"110001",0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,9,2,14,147,25,0,0,1,0,0
"246762",474,1197,545,0,1,2,132,1,3,3,141,58,152,304,266,1,0,0,1,7,1,1,1,3,4,4
"277698",1,1,1,1,0,0,0,0,0,3,0,0,12,7,2,18,541,19,11,28,1,0,0,0,1,0
"39056",1,6,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"10645",84,233,343,1,0,0,0,0,1,0,1,0,11,55,56,1,0,1,4,15,5,1,0,3,1,0
"10652",35,90,515,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,1
"85080",50,76,113,0,0,0,0,0,0,0,0,0,0,1,0,0,76,1,18,72,30,0,0,0,0,0
"314203",3,55,90,0,0,0,5,0,0,0,1,4,43,4,3,0,0,0,0,1,1,0,0,0,0,0
"234490",38,259,79,0,0,2,1,0,5,1,16,29,2200,3106,3214,15,2,4,1,1,5,1,7,15,0,0
"244970",4,56,162,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"259044",0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140591",2,13,678,0,0,0,3,0,0,0,0,0,8,29,36,0,0,0,0,0,0,0,0,0,0,0
"133876",272,1064,1350,0,1,2,42,0,0,0,1,0,7,37,31,0,0,1,0,2,0,2,0,3,1,0
"10733",27,705,7,4,1,1,3,5,14,10,63,129,6886,19405,20588,123,27,14,24,728,2195,9,31,51,11,4
"103899",0,9,2,0,0,0,1,1,2,0,2,2,49,89,175,2,3,3,140,1398,3419,10,3,33,1,0
"525862",5,5,1,2,2,0,1,4,10,4,8,2,26,72,65,3,25,15,654,11127,13220,24,6,143,3,2
"10660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
"240724",0,0,0,0,0,0,0,0,0,2,1,6,344,959,677,8,2,0,5,22,49,0,1,1,0,0
"554668",2,1,0,1,1,0,0,0,16,2,3,2,6,24,8,1326,165,2572,4,27,0,1,0,1,1,1
"17215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,1,0,0,0,0,0
"103364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"247895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,6,0,0,0,0,0,0,0,0
"325922",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,22,0,0,0,0,0,0,0,0
"428237",1,0,1,1,1,9061,315,10228,596,418,17,5,4,10,2,1,6,3,11,3,5,1,2,3,1,2
"541179",9,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"39294",238,3059,1130,10,21,333,1476,183,108,811,88471,45028,1388,561,1322,34,172,167,35,24,7,13,11,39,37,58
"568291",0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,22,0,4,0,0,0,0,0,0
"236235",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,74,0,2,1,0,0,0,0,0
"241828",0,0,0,0,0,8,153,26,0,1,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0
"201647",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,13,0,1,0,0,0,0,0,0
"139680",0,0,0,1,0,0,0,1,3,0,4,0,0,0,0,0,2,300,1,0,0,0,0,0,0,0
"311503",0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,37,0,0,0,0,0,0,0,0
"180016",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,4,0,5,3,0,0,0,0,0
"126934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"145286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0
"67320",2,12,82,0,0,2,5,0,1,1,1,0,2,2,0,0,81,25,0,2,7,0,0,0,0,1
"86531",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,672,20,6,0,1,0,0,0,0,0
"430903",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,0,6,0,0,0,0,0,0
"2401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"86285",1,0,0,1,1,0,3,1,7,3,0,1,37,3,0,221,6433,1154,2,2,2,0,0,0,2,0
"187417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,4,125,19,0,0,0,0,0
"312668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,27,114,31,0,0,0,0,0
"567350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0,0
"538619",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0
"142804",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"167133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"55449",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,28,6,0,1,1,0,0,0,0,0
"566298",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,57,20,0,2,0,0,0,0,1,0
"99909",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,149,59,72,42,21,1,1,1,0,0
"108084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,2,1,0,0,0,0,0,0
"2450",0,0,0,1,0,0,0,0,2,0,1,1,8,1,1,22,1042,91,22,17,3,1,0,0,0,1
"265850",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,33,9,1,8,0,0,0,0,0,0
"139205",1,0,0,0,0,0,0,0,6,0,1,0,21,2,0,29,2152,228,14,399,53,0,0,1,0,0
"317388",1,0,0,0,0,0,1,0,7,0,1,0,9,2,2,28,483,77,2,61,10,0,1,2,1,0
"179748",6,3,7,7,11,5,46,10,84,17,19,8,955,68,15,225,152878,3547,11,35,19,14,9,47,26,11
"535272",3,1,0,0,1,0,9,1,18,1,5,1,147,10,4,49,10762,449,5,8,5,2,4,11,4,2
"198687",0,0,0,0,0,54,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525720",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577339",0,59,1,0,0,0,66,0,0,0,1,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0
"95871",0,0,0,0,0,16,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"183535",0,28,0,0,0,2,37,368,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"335420",0,3,0,0,0,29,4,96,0,0,5,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0
"115159",59,587,13,0,0,384,997,395,1,2,14,7,0,0,0,0,20,16,1,0,0,0,1,0,0,1
"46641",0,0,0,0,0,4,3,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"148090",6,3,3,0,0,87,73,5,0,0,5,2,1,1,2,1,4,2,0,1,1,0,0,0,0,0
"402252",8,45,4,3,7,1,3,7,68,126,9965,5387,166,71,59,1658,18442,5534,14,160,62,2,1,13,8,6
"347862",3,3,5,3990,13590,9,2,1,2,1,5,2,3,1,2,2,0,2,0,0,1,6,215,3,1,0
"331820",2904,1055,1319,698930,1085101,546,370,108,799,257,880,143,1403,264,222,81,279,297,641,84,2977,118567,54865,235952,189022,204654
"471122",2347,600,858,4081,363,33764,1461,9311,174773,9749,936,74,222,87,92,32,88,393,124,48,248,185,60,31335,26638,27352
